Player,Team,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport country,Foot,Height,Weight,On loan,Succ. def. per 90,Def duels per 90,Def duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Succ. att. actions,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals total,Head goals per 90,Shots total,Shots per 90,Shots on target %,"Goal conv., %",Assists per 90,Crosses per 90,"Crosses, %",Crosses from left per 90,"Crosses from left, %",Crosses from right per 90,"Crosses from right, %",Crosses to goalie box per 90,Dribbles per 90,Dribbles succ. %,Off duels per 90,Off duels won %,Touches in box per 90,Progressive runs per 90,Passes per 90,Passes acc. %,Fwd passes per 90,Fwd passes acc. %,Back passes per 90,Back passes acc. %,Lat passes per 90,Lat passes acc. %,Sh/m passes per 90,Sh/m passes acc. %,Lng passes per 90,Lng passes acc. %,"Avg pass length, m","Avg lng pass length, m",xA per 90,Second assists per 90,Third assists per 90,Smt passes per 90,Smt passes acc. %,Key passes per 90,Final 3rd passes per 90,Final 3rd passes acc. %,Passes to penalty area per 90,Passes to penalty area acc. %,Thru passes per 90,Thru passes acc. %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Goals total,Goals per 90,Shots total,Shots per 90,Clean sheets,Save %,xG against,xG against per 90,Back passes to GK per 90,Exits per 90,Punches per 90,"Punches, %",Claims per 90,Claim/punch ratio,Aerial duels per 90,Aerial duels won %,FKs per 90,DFKs per 90,DFKs on target %,Corners per 90,Penalties taken,Penalty conversion %,League
H. Saghiri,Viktoria Köln,"RDMF, RCMF",23,150000,,32,2313,1,0.63,1,0.55,Germany,Germany,right,180,70,no,8.79,8.99,56.71,1.48,15.79,0.51,0.72,0.08,3.19,4.56,1.44,10,0.39,0,0,1.63,0.04,1,0.04,0.02,0,0,17,0.66,35.29,5.882,0.04,0.47,33.33,0.08,0,0.31,50,0.04,1.79,63.04,6.54,40.48,0.51,1.01,46.73,88.01,10.58,73.53,9.57,97.56,20.27,92.32,43.11,90.79,3.35,58.14,18.9,33.02,0.02,0.04,0.08,0.43,27.27,0.08,5.68,76.03,1.13,34.48,0.43,9.09,0.58,0.12,5.18,78.2,0,,0,,0,0,0,0,1.13,,,,,,,,0,0,0,0,0,0,German Third Division
V. Müller,Würzburger Kickers,GK,19,300000,2021-06-30,25,2311,0,0,0,0,Germany,Germany,right,190,84,no,1.6,0.16,75,0.31,100,0,0,0,1.48,1.91,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,50,0,0,22.59,80.17,14.64,71.81,0,0,6.78,95.98,13.2,98.23,9.35,55,32.24,50.05,0,0,0,0,0,0,2.77,43.66,0.23,0,0.12,0,0.08,0,6.93,66.85,29,1.13,91,3.54,6,68.13,31.26,1.22,0,1.32,0.31,25,0.78,2.5,0.31,100,,,,0,0,0,German Third Division
S. Bösel,Saarbrücken,"RB, RCMF, RDMF",25,225000,2022-06-30,27,2308,0,0.36,1,3.16,Germany,Germany,right,180,74,no,10.45,8.66,60.81,2.26,58.62,0.23,0.29,0.31,4.95,6.23,1.44,6,0.23,3,0.12,1.99,0,0,0,0.01,0,0,12,0.47,33.33,0,0.04,1.44,43.24,0.35,55.56,1.05,37.04,0.27,2.03,53.85,6.47,47.59,0.19,0.66,44.69,78.27,17.47,65.18,7.1,91.21,15.4,87.59,35.37,85.67,8.23,51.18,22.37,40.33,0.12,0.08,0,0.39,30,0.31,8.27,62.74,2.22,52.63,1.09,42.86,1.09,0.62,11.43,67.58,0,,0,,0,0,0,0,0.78,,,,,,,,1.36,0,0,1.36,0,0,German Third Division
D. Wiebe,Eintracht Braunschweig,"RCB3, LDMF, DMF",26,225000,2021-06-30,27,2299,1,0.76,2,0.75,Germany,Germany,right,187,74,no,12.76,8.96,65.07,3.41,41.38,0.82,0.95,0.51,6.11,7.08,1.25,7,0.27,0,0,1.25,0.04,1,0.04,0.03,0,0,16,0.63,25,6.25,0.08,0.43,27.27,0.23,33.33,0.2,20,0.12,1.33,58.82,3.72,49.47,0.59,0.86,37.54,81.13,15.7,69.33,4.66,94.96,12.61,90.99,32.92,86.92,4.38,43.75,19.21,27.73,0.03,0.04,0,0.47,41.67,0.12,6.58,67.86,1.33,44.12,0.63,25,0.51,0.12,8.06,71.36,0,,0,,0,0,0,0,0.74,,,,,,,,0,0,0,0,0,0,German Third Division
N. Jüllich,Sonnenhof Großaspach,"LCMF, RCMF, LDMF",30,175000,2022-06-30,28,2293,1,1.67,0,0.3,Germany,Germany,right,182,75,no,8.75,5.46,55.4,3.57,54.95,0.82,1.06,0.27,4.91,6.31,1.41,5,0.2,0,0,1.33,0.04,0,0,0.07,0,0,20,0.78,10,5,0,0.31,50,0.16,50,0.16,50,0.04,1.37,60,4.04,42.72,0.9,0.78,37.01,85.47,14.4,79.02,5.1,92.31,11.89,93.07,33.6,87.85,3.3,63.1,18.18,28.39,0.01,0,0,0.47,58.33,0.12,6.36,77.16,1.33,61.76,0.59,26.67,0.98,0.16,7.54,84.9,0,,0,,0,0,0,0,0.31,,,,,,,,0.08,0,0,0.04,1,100,German Third Division
J. Bitter,MSV Duisburg,RB,23,250000,2021-06-30,25,2293,0,1.2,3,1.81,Germany,Germany,right,186,84,no,11.3,8.75,67.71,3.73,44.21,0.67,0.93,0.04,4.71,6.57,1.1,2,0.08,0,0,3.38,0,0,0,0.05,0,0,15,0.59,13.33,0,0.12,2.94,22.67,0,0,2.94,22.67,0.43,3.53,67.78,7.34,52.94,0.9,1.65,38.35,76.15,16.64,69.34,6.99,92.13,10.17,79.15,31.05,85.08,4.63,49.15,20.94,36.13,0.07,0.16,0.04,0.51,46.15,0.31,4.98,66.93,2.67,36.76,0.63,37.5,0.55,0.82,8.36,65.26,0,,0,,0,0,0,0,1.26,,,,,,,,0.08,0.04,100,0,0,0,German Third Division
F. Wagner,Uerdingen,"RCMF, RDMF, LCMF",22,250000,2022-06-30,28,2290,2,1.44,0,1.16,Germany,Germany,right,182,78,no,11.55,9.39,58.58,4.09,55.77,1.45,1.83,0.39,4.6,5.78,2.08,10,0.39,2,0.08,1.77,0.08,2,0.08,0.06,0,0,14,0.55,28.57,14.286,0,0.71,38.89,0.2,40,0.43,45.45,0,1.89,58.33,5.27,44.78,0.83,0.67,38.28,81.31,13.76,68.57,5.97,92.11,13.44,89.47,31.91,86.95,5.82,54.73,20.07,36.71,0.05,0.04,0,0.35,66.67,0.28,6.84,67.24,1.77,51.11,0.75,47.37,0.67,0.28,6.21,75.32,0,,0,,0,0,0,0,0.47,,,,,,,,0.04,0,0,0.04,0,0,German Third Division
R. Preißinger,,"LCMF, LCMF3, AMF",24,250000,,31,2287,1,1.54,0,1.23,Germany,Germany,left,185,80,no,9.33,7.32,53.76,3.15,51.25,1.06,1.35,0.2,4.33,5.52,1.46,10,0.39,0,0,2.05,0.04,1,0.04,0.06,0,0,45,1.77,22.22,2.222,0,0.55,42.86,0.55,42.86,0,0,0.12,2.24,54.39,6.18,46.5,0.47,1.34,37.94,82.47,12.79,68.92,7.08,96.67,11.96,88.16,33.53,85.8,4.05,59.22,18.53,29.38,0.05,0.04,0.04,0.98,20,0.12,6.53,68.07,2.28,53.45,1.5,34.21,0.98,0.24,6.61,76.79,0,,0,,0,0,0,0,0.91,,,,,,,,0.04,0,0,0.04,0,0,German Third Division
A. Bittroff,Uerdingen,"RB, LB",31,175000,,26,2280,0,0.85,0,1.1,Germany,Germany,right,186,80,no,10.66,7.38,58.82,2.17,50.91,0.63,0.82,0.32,5.68,7.41,1.42,7,0.28,0,0,1.3,0,0,0,0.03,0,0,15,0.59,6.67,0,0,2.49,34.92,0.43,36.36,2.05,34.62,0.24,0.47,41.67,2.01,49.02,0.75,0.51,44.25,76.27,20.68,65.65,5.72,92.41,14.41,83.56,32.29,85.45,10.3,55.56,24.39,40.81,0.04,0.04,0.04,0.39,50,0.12,9.28,62.55,2.88,42.47,0.55,35.71,0.67,0.83,13.42,79.41,0,,0,,0,0,0,0,1.58,,,,,,,,0.04,0,0,0,0,0,German Third Division
M. Deville,Saarbrücken,"RW, RAMF",28,200000,2022-06-30,29,2280,4,4.3,4,4.77,Germany,"Germany, Luxembourg",right,192,88,no,5.33,4.54,47.83,6.63,61.9,0.32,0.42,0.24,2.84,3.76,0.99,3,0.12,0,0,2.29,0.16,4,0.16,0.17,0,0,25,0.99,48,16,0.16,2.05,23.08,0.12,66.67,1.89,20.83,0.24,1.46,45.95,4.7,28.57,2.25,0.79,32.53,74.03,9.24,68.8,6.59,89.82,9.95,69.84,29.41,78.39,1.38,54.29,16.29,21.35,0.19,0.04,0.04,1.11,60.71,0.67,3.2,64.2,2.25,56.14,0.71,55.56,1.22,0.43,5.68,69.44,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0.08,0,0,German Third Division
T. Rieder,Augsburg,"DMF, LCMF",26,350000,2021-06-30,25,2271,3,1.99,1,1.72,Germany,Germany,right,186,77,no,8.68,6.14,60,2.73,63.77,0.63,0.77,0.24,4.36,5.26,1.43,7,0.28,0,0,1.35,0.12,3,0.12,0.08,1,0.04,13,0.52,30.77,23.077,0.04,0.79,30,0.24,16.67,0.55,35.71,0.28,1.31,54.55,3.53,51.69,0.75,1.39,41.89,84.96,12.44,65.92,6.62,97.6,18.67,91.51,35.79,92.03,5.39,44.85,20.57,39.41,0.07,0,0,0.36,66.67,0.08,6.02,60.53,1.62,43.9,0.91,39.13,0.59,0.24,6.06,72.55,0,,0,,0,0,0,0,1.23,,,,,,,,0,0,0,0,0,0,German Third Division
M. Dombrowka,Unterhaching,"LB, RB, RCB3",28,225000,2021-06-30,30,2258,0,0.42,3,2.2,Germany,Germany,right,180,73,no,11.96,8.77,67.27,4.58,43.48,0.8,1.09,0.28,5.26,7.23,1.55,6,0.24,0,0,2.19,0,0,0,0.02,0,0,15,0.6,26.67,0,0.12,2.03,29.41,1.08,25.93,0.96,33.33,0.48,2.11,60.38,5.14,45.74,0.44,1.59,37.79,74.89,15.43,63.82,4.82,95.04,11.8,82.09,30.69,84.55,5.22,34.35,20.83,40.9,0.09,0.04,0.04,0.44,36.36,0.32,5.46,51.09,2.67,44.78,0.8,20,0.68,0.68,9.13,67.69,0,,0,,0,0,0,0,0.64,,,,,,,,0,0,0,0,0,0,German Third Division
N. Neidhart,Hansa Rostock,"LB, RWB",25,250000,2021-06-30,30,2247,2,2.8,5,4.22,Germany,Germany,right,177,68,no,10.85,8.93,60.99,2.56,37.5,0.4,0.57,0.2,5.01,7.08,1.48,11,0.44,0,0,2.76,0.08,2,0.08,0.11,0,0,32,1.28,31.25,6.25,0.2,2.36,38.98,1,36,1.36,41.18,0.32,2.08,59.62,4.13,55.34,1.12,1.84,42.7,76.92,18.46,67.68,6.37,96.23,13.1,80.73,33.97,83.96,6.73,52.98,21.2,31.49,0.17,0,0,0.72,27.78,0.48,8.25,69.42,3.44,48.84,1.16,34.48,1.04,1,11.46,78.32,0,,0,,0,0,0,0,1.12,,,,,,,,0.28,0,0,0.16,0,0,German Third Division
R. Herrmann,Erzgebirge Aue,"LB, LW",26,300000,2021-06-30,31,2231,3,1.61,7,4.27,Germany,Germany,left,181,75,no,9.68,7.91,59.69,1.37,44.12,0.61,0.79,0.2,4.36,5.65,1.17,7,0.28,0,0,4.2,0.12,3,0.12,0.07,0,0,28,1.13,28.57,10.714,0.28,4.64,35.65,4.48,36.04,0.16,25,0.69,2.99,64.86,5.73,51.41,1.21,1.57,32.64,74.17,9.76,63.64,6.49,95.03,11.5,69.82,23.88,85.64,4.36,50.93,20.6,36.24,0.17,0.04,0,0.56,50,0.56,3.99,56.57,4.52,44.64,0.48,25,0.81,1.65,7.06,82.29,0,,0,,0,0,0,0,0.44,,,,,,,,2.18,0.24,16.67,2.62,0,0,German Third Division
E. Bekiroglu,1860 München,"RCMF3, LCMF3, LCMF",24,400000,2023-06-30,28,2230,10,4.96,3,3.81,Germany,"Germany, Turkey",right,185,84,no,4.88,4.44,57.27,0.77,21.05,0.16,0.21,0.08,2.18,2.87,1.09,4,0.16,0,0,4.04,0.4,10,0.4,0.2,0,0,52,2.1,42.31,19.231,0.12,0.52,61.54,0.24,66.67,0.28,57.14,0.16,3.67,58.24,8.48,42.38,1.33,2.62,41.81,86.39,12.67,73.57,8.56,95.28,16.35,93.09,38.26,89.66,3.19,49.37,19.43,31.41,0.15,0,0.12,1.41,48.57,0.61,7.55,71.66,2.54,61.9,1.7,28.57,2.1,0.36,8.03,86.93,0,,0,,0,0,0,0,0.36,,,,,,,,0.52,0.48,58.33,0,0,0,German Third Division
S. Rhein,Nürnberg,"LCMF, LDMF, DMF",22,500000,2021-06-30,29,2229,1,1.2,5,3.67,Germany,Germany,left,177,73,no,8.16,6.82,62.72,1.98,40.82,0.2,0.27,0.12,3.67,4.92,1.17,2,0.08,0,0,1.25,0.04,1,0.04,0.05,0,0,23,0.93,26.09,4.348,0.2,0.4,40,0.16,50,0.24,33.33,0.04,1.33,45.45,3.43,34.12,0.32,0.73,47.52,89.21,15.06,82.31,7.43,97.83,19.7,92.42,44.05,91.84,3.19,58.23,19.28,28.93,0.15,0,0.04,0.52,46.15,0.4,7.71,79.06,1.57,66.67,0.65,31.25,0.89,0.2,8.12,84.58,0,,0,,0,0,0,0,0.77,,,,,,,,1.09,0.12,0,1.9,0,0,German Third Division
J. Nietfeld,Hallescher FC,"CF, AMF",26,250000,2021-06-30,36,2227,6,2.84,3,3.17,Germany,Germany,right,186,83,no,4.16,3.56,53.41,5.7,43.97,0.44,0.65,0.2,1.82,2.65,1.01,2,0.08,0,0,1.94,0.24,6,0.24,0.11,1,0.04,27,1.09,59.26,22.222,0.12,1.09,55.56,0.36,66.67,0.73,50,0.12,1.09,48.15,7.8,30.05,2.63,0.36,30.43,78.35,6.39,66.46,6.43,90.57,11.84,80.2,27.8,80.81,1.66,53.66,17.74,24.45,0.13,0.08,0.08,0.53,30.77,0.44,3.68,70.33,1.54,60.53,0.4,30,0.89,0.57,3.31,70.73,0,,0,,0,0,0,0,0.04,,,,,,,,0.08,0.08,100,0.12,0,0,German Third Division
F. Ronstadt,Würzburger Kickers,"RB, LB",23,300000,2021-06-30,28,2227,0,0.58,1,1.52,Germany,"Germany, Ghana",right,180,77,no,10.02,8.04,65.33,2.26,32.14,0.08,0.1,0.24,4.69,6.03,1.17,2,0.08,0,0,3.11,0,0,0,0.02,0,0,18,0.73,22.22,0,0.04,2.22,34.55,0.32,25,1.9,36.17,0.2,3.31,59.76,8.37,47.83,0.69,1.78,29.46,78.6,12.33,69.51,5.21,94.57,7.8,81.35,25.02,85.3,2.51,48.39,18.58,34.56,0.06,0,0.12,0.57,35.71,0.24,4.57,68.14,2.83,44.29,0.44,9.09,0.65,0.81,7.15,70.62,0,,0,,0,0,0,0,0.44,,,,,,,,0.08,0.08,0,0.08,0,0,German Third Division
J. Riedel,Hansa Rostock,"RCB3, LCB, RCB",28,275000,2021-06-30,26,2222,0,0.12,0,0.26,Germany,Germany,right,182,76,no,10.98,8.38,67.63,3.2,44.3,0.93,1.24,0.41,4.37,5.81,0.97,4,0.16,0,0,0.49,0,0,0,0.01,0,0,2,0.08,100,0,0,0.77,21.05,0.24,16.67,0.53,23.08,0.16,0.65,37.5,1.98,34.69,0.61,1.13,45.45,85.56,18.35,77.04,5.02,95.97,18.39,92.51,37.43,92.75,7.49,56.22,22.63,37.73,0.01,0.04,0,0.12,0,0.04,7.53,69.89,1.34,33.33,0.32,50,0.53,0.2,9.4,82.33,0,,0,,0,0,0,0,2.84,,,,,,,,0,0,0,0,0,0,German Third Division
M. Schwabl,Unterhaching,"RB, RCB3",29,225000,2021-06-30,25,2217,1,0.48,1,1.12,Germany,Germany,right,184,75,no,10.96,7.63,60.11,3.13,48.05,0.97,1.35,0.12,5.4,7.49,1.18,8,0.32,1,0.04,1.3,0.04,1,0.04,0.02,0,0,12,0.49,33.33,8.333,0.04,3.13,25.97,0.08,50,3.04,25.33,0.45,0.45,63.64,1.62,40,0.28,0.69,44.29,75.25,18.71,67.25,4.26,88.57,15.79,84.58,35.24,84.22,6.54,48.45,22.86,37.98,0.05,0,0,0.2,20,0.32,6.41,58.86,2.76,29.41,0.65,25,0.24,0.73,10.55,66.54,0,,0,,0,0,0,0,1.62,,,,,,,,0,0,0,0.04,0,0,German Third Division
P. Kurzweg,Ingolstadt,"LB, RB",26,250000,2021-06-30,25,2206,0,0.61,2,2.09,Germany,Germany,left,180,80,no,11.79,8.08,64.65,3.22,62.03,0.9,1.06,0.37,5.67,6.71,1.06,6,0.24,1,0.04,3.14,0,0,0,0.03,0,0,13,0.53,0,0,0.08,3.18,42.31,2.41,45.76,0.78,31.58,0.53,2.69,63.64,5.67,56.12,0.73,1.59,33.58,76.55,14.36,70.17,4.65,97.37,10.12,76.21,25.78,83.23,5.02,63.41,21.58,33.98,0.09,0.04,0.04,0.33,25,0.45,6.69,68.29,3.47,50.59,0.61,26.67,0.53,1.35,10.32,77.87,0,,0,,0,0,0,0,0.73,,,,,,,,0.04,0,0,0,0,0,German Third Division
K. Rodrigues Pires,,"LCMF, RCMF",28,200000,,31,2198,3,2.42,2,3.74,Germany,"Germany, Portugal",left,170,60,no,7.62,7.37,56.11,0.9,0,0.82,1.02,0.16,2.66,3.3,1.72,7,0.29,0,0,1.6,0.12,3,0.12,0.1,0,0,27,1.11,37.04,11.111,0.08,0.78,47.37,0.53,46.15,0.25,50,0.16,0.86,66.67,4.3,46.67,0.29,0.61,42.75,83.72,16.95,73.91,7.25,97.74,12.24,90.97,35.54,89.86,6.63,53.09,19.42,34.42,0.15,0,0.08,0.53,46.15,0.16,9.79,69.87,2.29,50,1.6,28.21,0.9,0.33,9.17,84.38,0,,0,,0,0,0,0,0.57,,,,,,,,1.8,0.12,66.67,2.17,0,0,German Third Division
A. Opoku,Hamburger SV,"LW, RW, RWF",21,600000,2024-06-30,33,2197,5,3.95,5,5.8,Germany,"Germany, Ghana",right,185,71,no,5.33,4.92,57.5,3.2,29.49,0.12,0.17,0.04,2.38,3.2,0.9,1,0.04,0,0,4.83,0.2,5,0.2,0.16,0,0,46,1.88,41.3,10.87,0.2,3.4,33.73,1.31,34.38,2.05,34,0.57,4.55,44.14,8.68,33.49,3.2,2.05,32.73,69.46,10.81,63.26,5.65,92.03,9.79,64.85,27.16,75.41,2.58,47.62,17.29,26.82,0.24,0.08,0.04,1.8,50,0.82,3.69,66.67,5.16,57.14,1.6,43.59,2.5,1.31,7.29,76.4,0,,0,,0,0,0,0,0.08,,,,,,,,0.86,0.12,0,2.05,0,0,German Third Division
J. Behounek,Sonnenhof Großaspach,"LB, RB, LW",22,175000,2021-06-30,28,2186,2,1.15,2,1.93,Germany,Germany,right,180,73,no,11.16,8.52,63.77,2.51,57.38,0.54,0.71,0.33,5.19,6.89,1.07,2,0.08,1,0.04,2.1,0.08,2,0.08,0.05,0,0,20,0.82,35,10,0.08,2.72,42.42,1.98,43.75,0.74,38.89,0.45,1.44,40,3.21,41.03,0.62,1.07,37.55,77.96,15.97,70.88,5.72,97.84,11.03,80.22,28.94,86.49,6.51,53.8,21.74,36.9,0.08,0.04,0.04,0.25,33.33,0.45,6.71,65.03,3.05,51.35,0.45,36.36,0.7,1.19,10.38,76.19,0,,0,,0,0,0,0,0.74,,,,,,,,0,0,0,0,0,0,German Third Division
K. Holzweiler,Viktoria Köln,"RAMF, RW",25,200000,2021-06-30,30,2179,3,1.63,6,3.55,Germany,Germany,left,164,60,no,4.34,3.84,60.22,0.66,12.5,0.04,0.06,0,1.98,2.94,0.37,4,0.17,0,0,6.03,0.12,3,0.12,0.07,0,0,32,1.32,40.63,9.375,0.25,0.45,27.27,0.04,0,0.37,33.33,0.12,6.98,60.36,12.39,48,0.95,3.84,36.39,82.52,9.95,69.29,6.65,90.06,12.23,86.49,33.74,85.56,2.35,49.12,16.86,27.65,0.15,0.21,0,1.94,59.57,0.54,3.92,77.89,3.06,59.46,1.78,46.51,1.98,0.12,5.99,77.24,0,,0,,0,0,0,0,0.58,,,,,,,,0.66,0,0,0.37,0,0,German Third Division
D. Eckert,Ingolstadt,CF,23,600000,2021-06-30,30,2170,14,11.96,4,3.51,Germany,"Germany, Spain",right,182,80,no,2.49,2.61,50.79,5.1,45.53,0.08,0.1,0.04,1.08,1.27,1.66,2,0.08,1,0.04,3.98,0.58,14,0.58,0.5,2,0.08,76,3.15,46.05,18.421,0.17,1.74,30.95,0.71,52.94,1,16.67,0.25,3.86,47.31,11.2,32.96,5.31,1.53,20.65,71.69,3.77,60.44,5.43,89.31,6.3,69.74,18.46,75.73,0.87,42.86,16.59,22.59,0.15,0,0.08,0.62,26.67,0.71,1.29,67.74,2.03,46.94,0.66,31.25,1.53,0.46,2.45,72.88,0,,0,,0,0,0,0,0,,,,,,,,0.17,0.17,0,0.04,0,0,German Third Division
J. Mbom,Werder Bremen,"RCMF, AMF, RDMF",20,450000,2023-06-30,28,2165,1,1.3,0,0.81,Germany,"Germany, Cameroon",right,179,75,no,8.02,6.61,51.57,5.65,41.91,0.62,0.8,0.25,3.99,5.11,2.66,11,0.46,2,0.08,1.12,0.04,1,0.04,0.05,1,0.04,18,0.75,27.78,5.556,0,0.91,22.73,0.37,22.22,0.54,23.08,0,0.96,56.52,6.65,33.75,0.96,0.79,36.29,77.89,10.56,57.48,6.53,92.36,13.68,85.41,31.14,83.58,4.41,48.11,19.64,37.44,0.03,0.08,0,0.5,33.33,0.04,6.57,62.03,1.5,30.56,0.79,15.79,0.42,0.12,5.4,73.08,0,,0,,0,0,0,0,0.25,,,,,,,,0,0,0,0,0,0,German Third Division
N. Proschwitz,Eintracht Braunschweig,CF,33,175000,2021-06-30,29,2163,5,9,2,1.11,Germany,Germany,right,192,86,no,4.04,2.75,59.09,16.31,41.84,0.33,0.41,0.17,2.08,2.53,0.96,0,0,0,0,1.75,0.21,4,0.17,0.37,1,0.04,51,2.12,41.18,9.804,0.08,0.96,13.04,0.25,33.33,0.71,5.88,0,1.41,47.06,8.61,32.37,3.5,0.42,17.06,61.95,4.12,45.45,3.41,78.05,5.87,65.96,15.73,65.34,0.5,33.33,18.46,12.64,0.05,0.17,0,0.37,22.22,0.33,1.75,40.48,1.12,33.33,0.42,30,0.67,0.12,1.5,63.89,0,,0,,0,0,0,0,0,,,,,,,,0,0,0,0,1,100,German Third Division
R. Rodriguez,,"AMF, LW, LCMF",30,300000,,30,2163,2,2.98,7,6.3,Switzerland,"Switzerland, Chile",right,180,75,no,5.16,5.78,51.08,1.62,17.95,0.25,0.33,0.12,1.96,2.6,1.79,8,0.33,0,0,3.04,0.08,1,0.04,0.12,0,0,33,1.37,18.18,6.061,0.29,2.91,35.71,1.75,38.1,1.17,32.14,0.46,2.83,48.53,9.15,35.91,1.08,0.92,37.91,77.61,12.19,70.65,8.07,91.75,11.19,73.98,32.33,83.27,3.08,58.11,18.01,26.71,0.26,0.12,0,1.29,29.03,0.37,6.24,66.67,3.62,50.57,1.46,31.43,1,1,6.95,82.63,0,,0,,0,0,0,0,0.25,,,,,,,,3,0.08,0,3.16,1,100,German Third Division
W. Evseev,Meppen,"LCMF, LDMF, AMF",28,200000,2021-06-30,31,2159,2,3.03,4,4.19,Kazakhstan,"Kazakhstan, Germany",left,177,71,no,9,8.09,53.09,3.63,41.38,1.42,1.95,0.21,3.29,4.52,2.25,6,0.25,1,0.04,1.92,0.08,2,0.08,0.13,0,0,40,1.67,20,5,0.17,1,33.33,0.71,35.29,0.25,33.33,0.13,1.88,53.33,6.42,42.21,0.88,0.96,48.61,83.62,15.47,70.35,7.8,95.19,15.38,89.43,42.6,88.85,5,49.17,17.31,37.7,0.17,0.04,0.08,1,25,0.38,7.92,69.47,2.75,46.97,1.58,21.05,1.04,0.33,6.88,73.94,0,,0,,0,0,0,0,0.63,,,,,,,,0.46,0,0,1.92,0,0,German Third Division
L. Mickels,MSV Duisburg,"LAMF, LW, RAMF",25,250000,2021-06-30,37,2153,5,4.57,7,4.94,Germany,"Germany, Congo DR",right,178,80,no,5.23,5.89,49.65,1.42,23.53,0.08,0.11,0,2.22,2.99,1.25,3,0.13,0,0,6.77,0.21,5,0.21,0.19,0,0,81,3.39,28.4,6.173,0.29,2.55,32.79,1.76,33.33,0.79,31.58,0.38,8.74,53.11,16.47,46.19,2.72,2.84,30.14,74.34,8.57,67.8,6.31,94.04,9.99,69.46,25.92,80.81,2.01,41.67,16.7,26.39,0.21,0.13,0.08,1.38,24.24,0.88,4.05,59.79,3.51,39.29,1.63,20.51,1.3,0.92,6.06,80.69,0,,0,,0,0,0,0,0.29,,,,,,,,0.71,0.21,20,0.38,0,0,German Third Division
G. Wegkamp,Zwickau,"CF, AMF",27,200000,2021-06-30,36,2148,6,6.76,1,1.38,Germany,Germany,right,193,84,no,6.12,3.9,45.16,12.95,46.28,0.84,1.05,0.38,3.52,4.39,0.96,2,0.08,0,0,1.97,0.25,6,0.25,0.28,3,0.13,54,2.26,40.74,11.111,0.04,1.05,28,0.42,40,0.63,20,0.08,1.26,50,5.11,36.07,3.44,0.59,22.92,63.62,7.96,57.89,3.14,80,8.46,64.85,19.23,67.32,2.89,50.72,19.76,26.61,0.06,0,0,0.42,30,0.21,4.44,53.77,1.47,48.57,0.46,18.18,0.84,0.29,3.69,77.27,0,,0,,0,0,0,0,0.04,,,,,,,,0,0,0,0,0,0,German Third Division
L. Hemmerich,Würzburger Kickers,RB,22,300000,2021-06-30,32,2133,3,2.24,3,4.28,Germany,Germany,right,180,70,no,8.82,6.62,64.33,2.45,36.21,0.3,0.4,0.17,4.26,5.72,1.14,3,0.13,0,0,3.54,0.13,3,0.13,0.09,0,0,36,1.52,44.44,8.333,0.13,2.7,35.94,0.38,33.33,2.32,36.36,0.51,3.16,57.33,5.53,48.85,1.14,1.77,26.5,73.73,9.92,63.4,4.39,91.35,7.51,76.4,21.05,81.36,3.21,50,18.97,26.31,0.18,0.04,0.04,0.21,40,0.59,3.21,68.42,2.03,52.08,0.25,33.33,0.3,1.01,6.75,68.75,0,,0,,0,0,0,0,0.63,,,,,,,,1.27,0.34,50,2.15,0,0,German Third Division
F. Viteritti,Zwickau,"AMF, LW",27,225000,2022-06-30,30,2125,7,5.31,7,5.52,Germany,"Germany, Italy",right,174,71,no,5.93,5.76,55.88,3.13,33.78,0.17,0.22,0.08,2.54,3.3,1.14,5,0.21,0,0,5.04,0.3,5,0.21,0.22,0,0,51,2.16,27.45,13.725,0.3,3.98,34.04,2.92,31.88,1.06,40,0.55,6.06,47.55,11.94,37.23,1.69,2.2,27.61,70.4,7.84,61.62,5.72,90.37,9.49,68.3,21.94,78.57,2.12,52,20.03,30.89,0.23,0.04,0,0.64,33.33,0.42,3.09,65.75,4.02,42.11,0.47,27.27,0.72,1.36,4.91,80.17,0,,0,,0,0,0,0,0.04,,,,,,,,2.16,0.42,20,2.84,3,66.667,German Third Division
